판매처,위도,경도,주소,연락처
(경기부천)케이모바일(원미점),37.492982,126.787220,"경기 부천시 원미구 조종로 22,105호 (원미동,뷰스테이트)",010-5787-0142
(본점소속)나동욱,37.398762,126.924094,,
안희철,37.299432,126.953274,입북동 서수원 레이크 푸르지오 203/204,
(강원원주)폰팔이황덕호 무실점,37.334882,127.930129,강원특별자치도 원주시 능라동길 51 133호,010-9822-2055
(강원춘천)폰팔이황덕호 춘천온의점,37.870232,127.720164,강원특별자치도 춘천시 방송길 771 106호,010-9822-2055
(강원원주)폰팔이황덕호 원주혁신점,37.324606,127.987726,강원 원주시 건강로 31 106호,010-9822-2055
(경기의정부)휴대폰성지 망월사역점,37.711349,127.047375,"경기 의정부시 평화로 219, 1층 휴대폰성지 (호원동)",010-5848-8080
(서울도봉)휴대폰성지 창동역점(따르릉 창동),37.654687,127.045600,서울특별시 도봉구 노해로63다길 13 1층,010-9747-7400
(서울노원)휴대폰성지 중계점(따르릉 중계),37.651227,127.067014,서울특별시 노원구 한글비석로 250 1층 117호,010-7454-9482
(서울노원)휴대폰성지 마들역점(따르릉 마들),37.654339,127.062696,서울특별시 노원구 동일로 1538 1층 101호,010-7195-5214
(경기수원)초코텔레콤,37.271024,126.985255,"경기도 수원시 권선구  상탑로 129 , 1층 ",
(경기군포)스마트폰성지(탑모바일),37.315600,126.918453,"경기 군포시 송부로 36,102호 (도마교동) 1층(도마교동,백산프라자)",010-2000-6644
(서울동작)바다폰,37.512473,126.954813,"서울 동작구 노량진로 254,1층 101호 (본동,태평빌딩)",010-7678-6861
(경기파주)핸드폰아울렛 교하,37.728328,126.733432,"경기 파주시 교하로 79, 1호 층 106호 (목동동,혜인프라자)",010-6467-8137
(경기남양주)휴대폰성지 폰통령_덕소,37.586137,127.213287,"경기 남양주시 와부읍 덕소로97번길 9,1층 105호 (일신프라자)",010-4217-7284
(경기의정부)휴대폰성지 폰통령_의정부점(고산),37.729669,127.109591,"경기 의정부시 세석로 24,1동 1층 108호 (산곡동,고산폴리프라자2)",010-5519-7247
(서울노원)휴대폰성지 노원_동대문,37.655335,127.063745,서울특별시 노원구 노해로 507 1046호,010-7135-9250
(서울구로)환희통신_구로동,37.506974,126.890319,"서울특별시 구로구  새말로 97 , 9층 194호 25번기둥 ",
(경기안산)아프리카중고폰안산중앙지사,37.317140,126.838950,"경기 안산시 단원구 중앙대로 921,1층 (고잔동,동서코아) 특9호(고잔동,동서코아)",010-3331-2905
(경기부천)(주)원투쓰리,37.500844,126.790107,"경기 부천시 원미구 조마루로 385번길 92, 부천테크노밸리 U1 CENTER 1429호 (원미동)",
(경기김포)모아폰,37.607506,126.725294,"경기 김포시 풍무로146번길 26,1층 101호 (풍무동,프라미스프라자)",010-4459-2488
(경기동두천)휴대폰성지 폰통령 동두천,37.893410,127.056499,경기도 동두천시 평화로2313번길 17-20 1층,010-5064-9897
(경기양주)휴대폰성지 폰통령 양주,37.822116,127.092746,"경기 양주시 옥정로6길 18,한길프라자2동 1층 103호 (옥정동,한길프라자2)",010-2483-2140
(서울강서)위너TFK 신월점,37.516629,126.841834,"서울시 양천구 남부순환로 83길 17, 1층 (디저트39신월점 맞은편 휴대폰매장)",02-262-5097
(서울동대문)휴대폰성지_동대문,37.566858,127.007297,"서울 중구 장충단로 247, 쇼핑몰 9층 902-24호 (을지로6가,굿모닝시티쇼핑몰)",010-7135-9250
(경기남양)YJ 컴퍼니_풍산(하남),37.624603,127.152018,경기도 남양주시 다산중앙로123번길 22-24 맥스타워 1층 108호,010-5519-7247
(경기남양주)휴대폰성지 폰통령 (다산),37.624603,127.152018,"경기 남양주시 다산중앙로123번길 22-24,1층 108호 (다산동,맥스타워) (다산동,다산진건지구 상업4-4-5)",010-2071-0826
(경기안양)폰스토리 비산점,37.404387,126.933798,"경기 안양시 동안구 비산로 22,03호 (비산동,평촌자이아이파크) 3게이트 상가 1층 03호(비산동,평촌자이아",010-9112-2517
(경기남양주)휴대폰성지 폰통령(하남),37.624546,127.152049,경기도 남양주시 다산중앙로123번길 22-24맥스타워 1층 108호,010-5519-7247
(경기남양주)휴대폰성지 폰통령(진접),37.721680,127.194640,"경기 남양주시 진접읍 해밀예당3로 142,1동 101호 ()",010-9977-0828
(경기양주)성지랜드_옥정동,37.821171,127.096786,"경기 양주시 옥정동로7길 30, 1층 107호, SD드림스퀘어 (옥정동)",010-4838-9210
(경기광주)화이트(퇴촌),37.470315,127.308093,경기도 광주시 퇴촌면 광동로 50236-2번지 2호 t-world(화이트퇴촌),010-3128-8888
(경기광주)하나텔레콤_퇴촌,37.462645,127.326193,경기도 광주시 퇴촌면 천진암로 5341층 104호,010-3400-0567
(경기남양주)휴대폰성지 폰통령(마석),37.658325,127.300639,"경기도 남양주시 화도읍 맷돌로 93, 101호",031-559-9994
(서울송파)휴대폰성지 폰통령 송파점,37.500417,127.144763,서울 송파구 마천동20번지 신동아아파트_101 상가동 102호,010-7618-1479
(강원원주)부림텔레콤(강원일반)_중앙,37.347149,127.953337,"강원 원주시 중앙로 40,(중앙동,프로월드컵)",033-746-9777
(강원원주)효림텔레콤(강원일반)_중앙,37.351092,127.950533,"강원 원주시 평원로 61,1동 1층 4호 (중앙동,원주한의원)",033-746-4888
(강원춘천)최강통신(강원일반)_퇴계동,37.854351,127.730841,"강원 춘천시 안마산로 133,제상가 에이2동 102호(퇴계동,퇴계이편한세상한숲시티)",010-8787-7379
(경기과천)글로벌인베스트_별양동,37.428302,126.992500,경기도 과천시 별양상가1로 25렉스타운108호,
(경기군포)SB통신_당동,37.350004,126.944105,"경기도 군포시 군포로 487 103호, 104호",010-7548-6987
(경기군포)디엠비통신_금정동,37.361447,126.941164,"경기도 군포시  금재로 8, 상가동 1층 37호(금정동, 신환아파트)",
(경기군포)로얄텔레콤_산본동,37.369458,126.937762,"경기 군포시 산본천로 177,1층 (산본동,개나리빌딩)",
(경기군포)우리동네1등매장 산본시장점,37.372184,126.935263,"경기 군포시 고산로 695,1층 102호 (산본동,산본타운)",031-341-0500
(경기안양)다인통신 연성대점_안양동,37.396817,126.913745,"경기도 안양시 만안구  양화로 37 , 1층 (안양동)",
(경기안양)씨씨인베스트먼트_호계동,37.382121,126.951698,"경기 안양시 동안구 귀인로 108,1층 106호 (호계동,융창빌딩)",031-427-5958
(경기안양)씨씨클라쓰_안양동,37.399643,126.924046,"경기도 안양시 만안구 만안로 210, 1층 103호",
(경기안양)아트텔레콤_안양동,37.387533,126.930334,"경기도 안양시 만안구  안양로 149  , 101",
(경기안양)폰스타4호_비산동,37.391522,126.951181,"경기 안양시 동안구 시민대로 181,1층 (비산동,삼성생명평촌사옥)",010-8480-0180
(경기여주)신화텔레콤(강원일반)_홍문동,37.291861,127.635658,경기도 여주시 세종로 67219-1 경기도 여주군 여주읍 홍문리219-1,010-5404-1313
(경기이천)정통신(강원일반)_장호원,37.116468,127.630165,경기도 이천시 장호원읍 장감로 68-8,010-6363-2212
(경기이천)휴대폰상점(강원일반)_창전동,37.281554,127.444338,"경기 이천시 영창로193번길 8,(창전동,고기촌)",010-5477-5544
(경기김포)한얼정보통신_감정,37.626279,126.696465,경기도 김포시 중봉로 41층,
(경기부천)씨엔아이 2호점_심곡,37.490859,126.784523,"경기 부천시 원미구 부천로 76,1층 2호 (심곡동,상가내)",010-7900-4898
(경기부천)아이정보 강남시장_도당,37.507234,126.780452,경기도 부천시 옥산로 152 1층,010-8958-0030
(경기부천)아이정보통신 옥산_도당,37.505710,126.780529,경기도 부천시 원미구 옥산로138번길 111층,
(경기부천)휴대폰성지 올인폰_송내,37.483460,126.762383,"경기 부천시 소사구 경인로 64,102호 (송내동)",
(경기시흥)(주)가온텔레콤_대야,37.433528,126.782957,"경기 시흥시 복지로 15,101상가동 209호 (신천동,시흥5차대우푸르지오아파트)",
(경기시흥)골든_조남,37.373977,126.862211,"경기 시흥시 동서로 1085,(조남동,장미상가)",
(경기시흥)더차칸모바일1호점_대야,37.445232,126.797857,"경기 시흥시 은행로167번길 7,1층 (대야동,크리스탈빌딩)",
(경기시흥)로얄텔레콤_배곧,37.373831,126.734536,"경기 시흥시 배곧4로 103,상가동 105호 (배곧동,대경프라자)",010-2462-4751
(경기시흥)리버스모바일_거모,37.356983,126.772941,"경기 시흥시 군자로 332,(거모동,새천년부동산) 가운데",010-8388-0448
(경기시흥)은 컴퍼니_월곶,37.389859,126.741410,경기도 시흥시 월곶중앙로30번안길 33102호,
(경기시흥)이리모바일_목감,37.382380,126.860944,"경기도 시흥시  솔고개길 3-4 , 101호 102호 ",
(경기시흥)이리모바일2호_장곡,37.360331,126.783046,"경기 시흥시 황고개로 520,101호 (장곡동)",
(경기시흥)차차모바일_정왕,37.353459,126.724714,"경기 시흥시 정왕대로 74,(정왕동,트윈프라자1) 104-1호",
(경기시흥)폰가게_거모,37.344998,126.784628,"경기도 시흥시 군자로504번길 1, 1층 105호",
(경기시흥)폰포유_정왕,37.344448,126.736266,경기도 시흥시 중심상가3길 10103호,
(경기시흥)휴대폰성지 도매폰_정왕,37.344961,126.734819,경기도 시흥시 중심상가로 178 102호,010-5445-5195
(경기안산)김자매통신_초지,37.310808,126.815133,경기도 안산시 단원구 초지로 1281층 107호,
(경기안산)라온모바일_일동,37.308763,126.862561,경기도 안산시 상록구 석삼말로 17102호,
(경기안산)미라클_초지,37.307552,126.824159,경기도 안산시 단원구 광덕1로 611층 110호,
(경기안산)스마트정보_본오,37.299832,126.857858,경기도 안산시 상록구 석호로 315127동 106호,
(경기안산)제이비모바일_원곡,37.326049,126.789132,"경기도 안산시 단원구  풍전로 37-24 , 317동 109호",
(경기안산)제이제이모바일_선부,37.335539,126.807152,"경기 안산시 단원구 선부광장1로 10,1층 115호 (선부동,동양빌딩)",010-8758-7858
(경기안산)캡틴모바일_원곡,37.328649,126.789120,"경기도 안산시 단원구  중앙대로 447, 1층(원곡동)",
(경기안산)쿨통신_본오,37.293781,126.862692,"경기 안산시 상록구 샘골로 111,105호 (본오동,강남빌딩)",031-502-1540
(경기평택)엠.T.K MOBILE_평택,36.993723,127.086688,"경기 평택시 평택로64번길 24,(평택동,레드핀옷가게)",010-7523-0919
(서울영등포)해피텔레콤_신길,37.514557,126.918788,서울특별시 영등포구 영등포로 363-21층,
(서울용산)요지통신(도리용산)_용산,37.532969,126.965053,"서울 용산구 새창로 181,21동 1078호 (한강로2가,선인상가)",010-8888-4988
(인천계양)초대박모바일 2호점,37.540628,126.724989,"인천 계양구 주부토로501번길 35,1층 (계산동)",010-4504-5608
(인천남동)거북텔레콤_남촌,37.431635,126.715201,인천광역시 남동구 남촌동로 301층,
(인천서구)엠제이통신_왕길,37.601442,126.658760,"인천 서구 완정로 153,(왕길동,이레메디칼센타) 103호",010-9870-1910
(인천서구)제이정보통신_가정,37.517634,126.674503,인천광역시 서구 원창로 225-11층,
(인천서구)진성정보통신_석남,37.511501,126.672294,인천광역시 서구 가정로 297진성정보통신,
(인천서구)패밀리모바일_가정,37.526761,126.666268,인천광역시 서구 봉오재3로 66상가동 1동 107호,
(인천서구)패밀리모바일_연희,37.549288,126.674107,인천광역시 서구 연희로 201층 101호,
(경기고양)화정 휴대폰성지(따르릉 화정),37.630465,126.832056,"경기도 고양시 덕양구 화신로 263, 109호",
(경기광명)휴대폰성지_소하동(따르릉 광명),37.448477,126.884062,"경기 광명시 금하로 464,상가동 118호 (소하동,메이저리치안)",
(경기구리)휴대폰성지 구리점_수택동(따르릉 구리),37.591798,127.139521,경기도 구리시 이문안로 1311층,
(경기김포)휴대폰성지_구래동(따르릉 김포),37.644765,126.626825,경기도 김포시 김포한강9로76번길 371층 101호,
(경기남양주)휴대폰성지 평내호평점(따르릉 평내),37.645671,127.234693,"경기도 남양주시 경춘로1256번길 10, 102호",010-8553-9995
(경기수원)건이모바일_탑동,37.268710,126.975780,"경기도 수원시 권선구  하탑로 38 , 1층",
(경기수원)미소레모바일_수원지하,37.266787,127.000803,경기도 수원시 팔달구 덕영대로 지하911 역전지하도상가 내 35호,010-9931-3211
(경기수원)승현_율전동,37.297850,126.970732,"경기도 수원시 장안구  서부로 2119 , 1층",
(경기수원)아빠통신_원천동,37.266861,127.059047,"경기도 수원시 영통구 중부대로448번길 100, 106호",
(경기수원)에이치케이_금곡동,37.273848,126.937926,수원시 권선구 금호동 520 LG빌리지 종합상가,
(경기수원)예울투_이의동,37.292775,127.050159,경기도 수원시 영통구 센트럴타운로 106센트럴프라자 116호,
(경기수원)조아모바일_율전동,37.298461,126.969839,경기도 수원시 장안구 서부로2123번길 28102호,
(경기수원)짱구모바일_율전동,37.298583,126.969156,"경기 수원시 장안구 율전로 104,1층 102호 (율전동,청수빌딩)",
(경기수원)한양_수원지하,37.267448,127.000868,"경기 수원시 팔달구 덕영대로 911,(매산로1가) 지하층 52호",
(경기시흥)휴대폰성지 배곧(따르릉 시흥),37.368738,126.729645,경기도 시흥시 서울대학로278번길 43-7 113호,010-5275-4448
(경기안산)금영미래통신_원곡동,37.330535,126.791257,경기 안산시 단원구 원곡동 793 103호,
(경기안산)인아정보통신_원곡동,37.328695,126.789385,"경기도 안산시 단원구  다문화1길 3 , 103호 ",
(경기안산)지성통신_원곡동,37.329126,126.789931,"경기 안산시 단원구 다문화2길 2,1층 (원곡동)",010-6644-6446
(경기안산)핸드폰성지_선부동,37.333810,126.812076,"경기 안산시 단원구 삼일로 310,103호 (선부동,서울프라자)",
(경기안양)후폰_안양1동,37.401188,126.920702,"경기 안양시 만안구 안양로320번길 17,1층 4호 (안양동,모텔라인)",010-9537-3992
(경기안양)휴대폰성지 평촌호계점(따르릉 평촌),37.383004,126.959631,"경기 안양시 동안구 평촌대로 123,(호계동,태양프라자) 1층 106호",010-4009-4437
(경기양주)휴대폰성지 옥정점(따르릉 옥정),37.818624,127.092083,"경기도 양주시 회천남로 92, 1층 102호",070-7543-5399
(경기오산)대박폰(세교점)_금암동,37.175281,127.049963,"경기 오산시 수목원로 466,106호 (금암동)",
(경기용인)대박폰 청덕점,37.296447,127.152075,"경기 용인시 기흥구 구성3로28번길 32,104호 (청덕동,일월프라자)",010-5675-6835
(경기용인)대박폰(수지점)_풍덕천동,37.321547,127.093548,"경기 용인시 수지구 풍덕천로96번길 3-5,(풍덕천동) 1층",
(경기용인)피케이(PK)텔레콤_보라동,37.254314,127.109919,"경기도 용인시 기흥구  한보라1로 5 , 104호",
(경기용인)휴대폰성지 타요통신(따르릉 죽전),37.328772,127.124445,경기도 용인시 수지구 대지로 191층 101호,
(경기용인)휴대폰센터 마북점,37.279943,127.113501,"경기 용인시 기흥구 구갈로60번길 19, 105호 (구갈동,금강프라자)",070-8211-0728
(경기의왕)공룡통신_삼동,37.321197,126.949903,"경기도 의왕시  부곡중앙로 9 , 1층",
(경기하남)따따봉통신_미사(따르릉 하남),37.562411,127.193472,경기도 하남시 미사강변동로 82101호,
(경기하남)휴대폰성지 위례중앙점(따르릉 위례중앙),37.475170,127.152444,"경기도 하남시 위례중앙로 215, 1동 105호",010-7145-5433
(경기화성)대박폰(봉담점)_동화리,37.217209,126.958614,"경기 화성시 봉담읍 동화길 81-10,1층 111호 (상도프라자)",031-278-6969
(경기화성)에스티모바일_진안동,37.213995,127.041327,경기도 화성시  효행로 1043 ,
(경기화성)폰통신동탄_영천동,37.203945,127.122524,경기도 화성시 동탄치동천로3길 6-17 102호,010-7773-3093
(서울강남)스카이통신_대치(따르릉 대치),37.502124,127.059690,서울특별시 강남구 삼성로 221102호,
(서울강동)나이스통신_고덕(따르릉 강동),37.556094,127.154451,서울특별시 강동구 고덕로 353118호,
(서울강북)휴대폰성지 강북점(따르릉 미아),37.618428,127.021609,"서울 강북구 삼양로 162,106호 (미아동)",010-8005-4262
(서울강북)휴대폰성지 외대역점(따르릉 외대),37.597342,127.060633,"서울 동대문구 이문로 116, 1동 1층 101호 휴대폰성지 (이문동,그레이스힐타운)",010-8030-9482
(서울강서)이통신_우장산(따르릉 이통신),37.551290,126.841753,서울특별시 강서구 강서로 242124호,
(서울노원)휴대폰성지 노원역점(따르릉 노원),37.656350,127.062217,"서울 노원구 상계로 65, 112호 (상계동,현성빌딩)",010-8030-9482
(서울마포)폰덕후_대흥동(따르릉 신촌),37.549445,126.942085,서울특별시 마포구 대흥로 1832동 1층 104호,
(서울서대문)가좌 휴대폰성지(따르릉 북가좌),37.576408,126.914522,"서울특별시 서대문구 거북골로14길 32, 상가동 지하3층 106호 휴대폰성지",
(서울서대문)에스앤에이치모바일_남가좌,37.577497,126.923881,서울특별시 서대문구 증가로 124 1층 우측호,010-5851-5831
(서울서초)휴대폰성지 서초점(따르릉 서초),37.488636,127.027645,"서울 서초구 효령로 403,(서초동) 1층 137호",
(서울성북)월곡통신(따르릉 하월곡),37.607033,127.036875,서울특별시 성북구 오패산로 46110호,
(서울송파)별 통신_위례(따르릉 위례광장점),37.478356,127.142357,서울특별시 송파구 위례광장로 270G-132호,
(서울송파)휴대폰성지 송파점(따르릉 송파),37.497499,127.107211,"서울 송파구 송파대로 345,AB존동 1037호 (가락동,송파헬리오시티) 1A동 1층 1037호",010-4478-4521
(서울양천)양천본점통신_신정(따르릉 양천),37.517728,126.853626,"서울 양천구 중앙로 237,(신정동,상운빌딩) 1층",
(서울양천)휴대폰성지 목동역점(따르릉 목동),37.527440,126.864416,"서울 양천구 목동로 210,103호 (목동,타운빌딩)",010-6442-8696
(서울영등포)휴대폰성지 신풍점(따르릉 신풍),37.503681,126.912591,"서울 영등포구 신길로28길 9,상가동 B209호 (신길동,힐스테이트클래시안)",
(서울은평)휴대폰성지 불광본점(따르릉 불광),37.611466,126.929325,"서울 은평구 통일로 738,(불광동) 1층 제1호 내제1층2호(불광동)",010-5639-7954
(서울중구)에이치에스 모바일_광희동,37.567492,127.008143,서울특별시 중구 을지로6가 18-35 헬로우 apm 지하1층35호,
(인천서구)휴대폰성지 루원시티점_가정(따르릉 루원),37.504928,126.671802,"인천 서구 가정로 406,",
(경기용인)에이맨모바일_구갈동,37.272603,127.128564,"경기 용인시 기흥구 강남로 9,104호 (구갈동,태평양프라자)",
(경기평택)휴대폰멀티샵 서정점,37.056855,127.059011,경기 평택시 송탄로 147,
(경기안성)휴대폰멀티샵 옥산점,37.012493,127.248965,"경기 안성시 중앙로 180,",031-671-5010
(경기평택)휴대폰멀티샵 소사벌점,37.002456,127.114582,"경기 평택시 비전4로 47, 1층 (비전동,강일빌딩)",
(경기용인)휴대폰상점_상현동,37.307839,127.084666,"경기도 용인시 수지구 만현로 100거묵프라자 104호, 105호",010-2224-4886
(경기부천)Feel(심곡동),37.484029,126.782858,"경기 부천시 소사구 부천로 1,101호 (심곡본동,부천지하상가)",010-3791-7676
(경기평택)휴대폰클라쓰 평택시청점,36.989992,127.113188,경기도 평택시 평택5로20번길 39 1층 105호,
(서울노원)휴대폰성지 폰통령 노원점,37.659827,127.073175,"서울 노원구 한글비석로 384,1동 128호 (중계동,대호프라자아파트)",010-5555-7615
(경기안성)휴대폰멀티샵 계동점,37.014905,127.264837,경기 안성시 안성맞춤대로 794,031-673-7010
(서울동대문)휴대폰성지 장안동점,37.571680,127.069837,"서울 동대문구 장한로 119,108호 (장안동,삼성쉐르빌) 1층 (장안동,장안삼성쉐르빌)",010-8001-0553
(서울강동)휴대폰성지_둔촌(따르릉 둔촌역),37.529077,127.136317,"서울특별시 강동구 양재대로 1377, 207-1-1호 (성내동,삼원빌딩)",010-9206-9759
(서울광진)지오정보통신_구의동,37.537529,127.096337,"서울 광진구 광나루로56길 85,(구의동,테크노-마트21) D57호(구의동,테크노-마트21)",010-7591-6256
(전라전주)유한회사 센터,35.815522,127.104755,"전북 전주시 완산구 홍산남로 28, 3층 301호 (효자동2가)",010-4935-3800
주식회사 제이제이컴퍼니,35.814551,128.521041,"대구 달서구 진천로 75-26, 4층 (진천동)",
주식회사 에스유티,36.362453,127.377881,"대전 서구 월평북로 85, 438동 1호 (월평동,학산빌딩)",010-5661-1991
(경기수원)폰마트 수원점,37.271650,126.975531,"경기 수원시 권선구 상탑로39번길 12-2,101호 (탑동,동원)",010-4036-2634
(서울강동)휴대폰성지 둔촌역점(따르릉 둔촌),37.529323,127.136294,"서울특별시 강동구 양재대로 1377, 2층 207-1-1호",010-9182-8526
(인천부평)나누리통신,37.499482,126.730269,"인천 부평구 장제로 155,1층 (부평동,미담꽃집)",010-7200-2596
(경기김포)대박모바일,37.691006,126.599423,"경기 김포시 통진읍 조강로 60,1층 ()",010-5645-1979
(인천남동)휴대폰성지 우주모바일_간석동,37.457072,126.696874,인천광역시 남동구 구월로 60 1층,010-8008-8408
(경기고양)디에스모바일_장항(따르릉 일산),37.661568,126.768587,경기도 고양시 일산동구 무궁화로 32-34 121호,
(서울강북)휴대폰성지 따르릉통신 수유점(따르릉 수유),37.632846,127.023780,서울특별시 강북구 도봉로 272 1층,010-8445-2337
(서울성북)휴대폰성지 성신여대점,37.593464,127.017519,"서울 성북구 동소문로 113-1, 1층",
(경기광주)새한정보통신,37.470315,127.308093,경기도 광주시 퇴촌면 광동로 50236-2번지 2호 t-world(화이트퇴촌),
(경기양주)아벨통신_고암(SMT),37.834928,127.074205,"경기도 양주시 고암길 208, 110호",010-9924-4802
(경기수원)폰마트 수원점_탑동,37.271649,126.975539,"경기 수원시 권선구 상탑로39번길 12-2,101호 (탑동,동원)",010-4036-2634
(서울중랑)휴대폰성지 폰통령 중랑,37.601020,127.102211,"서울 중랑구 용마산로118길 31,1층 (망우동)",010-7273-6978
(서울동대문)휴대폰성지 폰통령 동대문점,37.571680,127.069837,"서울 동대문구 장한로 119,108호 (장안동,삼성쉐르빌) 1층 (장안동,장안삼성쉐르빌)",010-8001-0553
(서울중랑)제이에이치컴퍼니_면목동,37.581948,127.091359,"서울 중랑구 면목로48길 48,(면목동,면목동교회)",010-7731-2004
(경기평택)피엔제이 파트너스_안중,36.983042,126.928572,경기 평택시 안중읍 안현로서6길3,010-2334-6592
(강원원주)디에스이동통신(강원일반)_중앙,37.529448,129.116292,강원 원주시 평원로 59 디에스이동통신,010-3579-7900
(서울관악)이지디(EasyD)_봉천,37.486256,126.940829,"서울 관악구 은천로 51,1동 1층 105호 (봉천동,은호빌딩)",010-6666-0126
(경기광주)주식회사 지오피_초월(SMT),37.386392,127.287657,"경기 광주시 초월읍 경충대로 1253, 2층",010-7541-7997
(서울송파)착한가게_문정(SMT),37.477666,127.125018,"서울특별시 송파구 충민로 66, 6층 6030호",010-6666-5419
(경기화성)휴대폰성지 봉담점(에스티)_동화리,37.218899,126.970235,"경기 화성시 봉담읍 동화서북안2길 9,106호 ()",010-7776-9997
(서울광진)지오정보통신_강변(디엠탑),37.537529,127.096337,서울특별시 광진구 광나루로56길 856층 D-57호,
(서울광진)하이컴퍼니_자양,37.531386,127.080989,서울특별시 광진구 뚝섬로 644 102호,010-5564-4125
(강원원주)신화그룹 개운점(SMT),37.341436,127.971253,"강원 원주시 영랑길 2,104호 (행구동)",010-7387-6666
(강원원주)신화텔레콤_관설(SMT),37.317437,127.968181,"강원 원주시 시청로 559,201호 (관설동) 2층",010-7387-6666
(경기안산)건풍번역사_원곡동,37.329765,126.791931,"경기도 안산시 단원구  다문화1길 59 , 102호",031-495-6788
(인천남동)보담모바일 구월아시아드점_구월,37.442534,126.709751,"인천광역시 남동구 인하로 568 1층 105호, 106호",010-4800-4840
(경기남양)드림모바일_다산,37.621092,127.153146,"경기 남양주시 다산중앙로 132,137호 (다산동,다산역데시앙) 1층",010-2996-8681
(서울구로)하나정보,37.507016,126.890287,서울특별시 구로구 새말로 97 9층 46호,010-4046-2222
(경기화성)픽업폰_남양,37.213762,126.833647,"경기 화성시 남양읍 남양로862번길 13,1동 (남양시티프라디움4차(상가)) B112호",010-4150-4276
(경기성남)휴대폰성지 in 성남_중원(SMT),37.435344,127.138505,경기도 성남시 중원구 광명로 89 102호,010-6543-6752
(경기안양)안양휴대폰성지 말폰 안양역점,37.400189,126.923004,경기도 안양시 만안구 만안로 219 101호,010-9174-5892
(서울광진)휴대폰성지 폰통령 광진_자양,37.531387,127.080985,서울특별시 광진구 뚝섬로 644 102호,010-5564-4125
(서울송파)파인즈_잠실,37.510656,127.086202,"서울 송파구 석촌호수로 61,106호 (잠실동,잠실트리지움상가) 1층",010-4748-9153
(경기안산)성우모바일_와동,37.340982,126.825230,경기도 안산시 단원구 와동로 125 1층 140호,010-3333-9464
(본점소속)조현모,37.398762,126.924094,,
(경기용인)휴대폰센터(에이맨) 마북점,37.299811,127.107692,"경기 용인시 기흥구 용구대로2394번길 2, 108호 (마북동,팬아시아빌딩)",070-8211-0728
(경기안산)유하모바일_고잔,37.317182,126.838942,"경기 안산시 단원구 중앙대로 921,158호 (고잔동,동서코아) 젤루존F1층",010-9850-9003
(경기의정부)위한모바일_의정부,37.738679,127.044218,"경기도 의정부시 시민로 81,1층 101호(의정부동, 서부타워",010-6666-3629
(경기고양)휴대폰성지 따르릉통신 원흥역점(따르릉 원흥),37.650241,126.872409,"경기 고양시 덕양구 권율대로 671, 1층 121호 (원흥동,원흥역푸르지오근린생활시설",010-2385-3941
(인천남동)(주)블레스코리아_구월,37.451858,126.701849,"인천광역시 남동구 예술로 198,1층 123호(구월동,CGV 홈플러스)",010-3030-6524
(경기평택)비전폰,36.994258,127.111919,"경기 평택시 평택5로 94,1층 11호 (비전동)",031-652-5872
(인천미추)에이치에스모바일_주안,37.457713,126.681074,"인천광역시  미추홀구 경인로 372,201동 1층 1004호 아인애비뉴 상가 1층(주안동,푸레나 미추홀)",010-8200-8240
(경기구리)휴대폰성지 사자폰_교문동,37.592014,127.132071,"경기도 구리시 이문안로 7, 101호",010-4919-8154
(경기부천)에스엠정보통신_원미,37.495180,126.791747,경기도 부천시 원미로144번길 6 1층,032-656-5655
(서울양천)프라임통신_목동(SMT),37.517410,126.871088,"서울특별시 양천구 목동동로8길 15-1, 1층(신정동)",010-4143-4143
(경기광명)현재통신_소하,37.447935,126.883342,"경기 광명시 소하로 78,1층 105호 (소하동,신성프라자)",010-9429-0343
(경기수원)호박통신_세류,37.259817,127.009848,"경기도 수원시 권선구 세권로43번길 26-6, 상가동 112호(세류동,수원권선 어울림)",010-7658-9700
(경기평택)용이폰_용이,36.994815,127.135529,"경기 평택시 현신로 16,101호 (용이동) 1층",010-8078-3916
(경기화성)폰짱플러스_진안,37.215251,127.042741,"경기도 화성시 병점1로 236-12, 건물 1층(주차장 출입구 옆)(진안동,진로그린마트)",010-4027-8678
(강원원주)휴대폰면세점 원주점_관설(SMT),37.317442,127.968192,"강원 원주시 시청로 559,201호 (관설동) 2층",010-7387-6666
(경기안산)제이엔 와동점_와동,37.335239,126.829781,경기도 안산시 단원구 사세충열로 1 1층,010-4776-8937
(서울광진)이유(EYOU)_자양,37.540364,127.067857,"서울특별시 광진구 아차산로30길 7, 1층",010-5759-6848
(경기고양)에이치나인텔레콤_마두,37.654637,126.783114,"경기도 고양시 일산동구 강송로 181,상가동 1층 101호,102호,115호(일산프라자)",010-3238-4670
(경기광명)현재통신_소하(SMT),37.447964,126.883306,"경기 광명시 소하로 78,1층 105호 (소하동,신성프라자)",010-9429-0343
(경기안산)(주)스마트폰면세점 사동점(SMT),37.295624,126.851077,"경기도 안산시 상록구 후곡로 81, 101호102호103호",010-4977-3100
(경기안산)스마트폰면세점 초당점_사동(SMT),37.284938,126.853917,"경기도 안산시 상록구 초당로 57, 1층(사동) ",010-4207-5507
(경기안양)카카오폰_관양,37.402477,126.975367,"경기도 안양시 동안구 관악대로 480, 106-1호(관양동, 우정타운)",010-3752-6868
(경기화성)가람통신_새솔,37.282905,126.819014,"경기도 화성시 수노을중앙로 160, 104호(새솔동, 더드림2)",010-8213-1479
